seed,L_min,beta,lambda_alarm,kappa_iid,best_obj,changepoints,objective_gap
17,26,0.1,0.25,0.25,90580.57713369792,"[1144, 2236]",27.658636392647168
17,26,0.1,0.25,0.75,90581.57713369792,"[1144, 2236]",27.658636392647168
17,26,0.1,0.25,1.5,90583.07713369792,"[1144, 2236]",27.658636392647168
17,26,0.1,0.5,0.0,90580.07713369792,"[1144, 2236]",27.658636392647168
17,26,0.1,0.5,0.25,90580.57713369792,"[1144, 2236]",27.658636392647168
17,26,0.1,0.5,0.75,90581.57713369792,"[1144, 2236]",27.658636392647168
17,26,0.1,0.5,1.5,90583.07713369792,"[1144, 2236]",27.658636392647168
17,26,0.1,1.0,0.0,90580.07713369792,"[1144, 2236]",27.658636392647168
17,26,0.1,1.0,0.25,90580.57713369792,"[1144, 2236]",27.658636392647168
17,26,0.1,1.0,0.75,90581.57713369792,"[1144, 2236]",27.658636392647168
17,26,0.1,1.0,1.5,90583.07713369792,"[1144, 2236]",27.658636392647168
17,26,0.3,0.0,0.0,90580.47713369793,"[1144, 2236]",27.658636392647168
17,26,0.3,0.0,0.25,90580.97713369793,"[1144, 2236]",27.658636392647168
17,26,0.3,0.0,0.75,90581.97713369793,"[1144, 2236]",27.658636392647168
17,26,0.3,0.0,1.5,90583.47713369793,"[1144, 2236]",27.658636392647168
17,26,0.3,0.25,0.0,90580.47713369793,"[1144, 2236]",27.658636392647168
17,26,0.3,0.25,0.25,90580.97713369793,"[1144, 2236]",27.658636392647168
17,26,0.3,0.25,0.75,90581.97713369793,"[1144, 2236]",27.658636392647168
17,26,0.3,0.25,1.5,90583.47713369793,"[1144, 2236]",27.658636392647168
17,26,0.3,0.5,0.0,90580.47713369793,"[1144, 2236]",27.658636392647168
17,26,0.3,0.5,0.25,90580.97713369793,"[1144, 2236]",27.658636392647168
17,26,0.3,0.5,0.75,90581.97713369793,"[1144, 2236]",27.658636392647168
17,26,0.3,0.5,1.5,90583.47713369793,"[1144, 2236]",27.658636392647168
17,26,0.3,1.0,0.0,90580.47713369793,"[1144, 2236]",27.658636392647168
17,26,0.3,1.0,0.25,90580.97713369793,"[1144, 2236]",27.658636392647168
17,26,0.3,1.0,0.75,90581.97713369793,"[1144, 2236]",27.658636392647168
17,26,0.3,1.0,1.5,90583.47713369793,"[1144, 2236]",27.658636392647168
17,26,0.6,0.0,0.0,90581.07713369792,"[1144, 2236]",27.658636392647168
17,26,0.6,0.0,0.25,90581.57713369792,"[1144, 2236]",27.658636392647168
17,26,0.6,0.0,0.75,90582.57713369792,"[1144, 2236]",27.658636392647168
17,26,0.6,0.0,1.5,90584.07713369792,"[1144, 2236]",27.658636392647168
17,26,0.6,0.25,0.0,90581.07713369792,"[1144, 2236]",27.658636392647168
17,26,0.6,0.25,0.25,90581.57713369792,"[1144, 2236]",27.658636392647168
17,26,0.6,0.25,0.75,90582.57713369792,"[1144, 2236]",27.658636392647168
17,26,0.6,0.25,1.5,90584.07713369792,"[1144, 2236]",27.658636392647168
17,26,0.6,0.5,0.0,90581.07713369792,"[1144, 2236]",27.658636392647168
17,26,0.6,0.5,0.25,90581.57713369792,"[1144, 2236]",27.658636392647168
17,26,0.6,0.5,0.75,90582.57713369792,"[1144, 2236]",27.658636392647168
17,26,0.6,0.5,1.5,90584.07713369792,"[1144, 2236]",27.658636392647168
17,26,0.6,1.0,0.0,90581.07713369792,"[1144, 2236]",27.658636392647168
17,26,0.6,1.0,0.25,90581.57713369792,"[1144, 2236]",27.658636392647168
17,26,0.6,1.0,0.75,90582.57713369792,"[1144, 2236]",27.658636392647168
17,26,0.6,1.0,1.5,90584.07713369792,"[1144, 2236]",27.658636392647168
17,26,1.0,0.0,0.0,90581.87713369793,"[1144, 2236]",27.658636392647168
17,26,1.0,0.0,0.25,90582.37713369793,"[1144, 2236]",27.658636392647168
17,26,1.0,0.0,0.75,90583.37713369793,"[1144, 2236]",27.658636392647168
17,26,1.0,0.0,1.5,90584.87713369793,"[1144, 2236]",27.658636392647168
17,26,1.0,0.25,0.0,90581.87713369793,"[1144, 2236]",27.658636392647168
17,26,1.0,0.25,0.25,90582.37713369793,"[1144, 2236]",27.658636392647168
17,26,1.0,0.25,0.75,90583.37713369793,"[1144, 2236]",27.658636392647168
17,26,1.0,0.25,1.5,90584.87713369793,"[1144, 2236]",27.658636392647168
17,26,1.0,0.5,0.0,90581.87713369793,"[1144, 2236]",27.658636392647168
17,26,1.0,0.5,0.25,90582.37713369793,"[1144, 2236]",27.658636392647168
17,26,1.0,0.5,0.75,90583.37713369793,"[1144, 2236]",27.658636392647168
17,26,1.0,0.5,1.5,90584.87713369793,"[1144, 2236]",27.658636392647168
17,26,1.0,1.0,0.0,90581.87713369793,"[1144, 2236]",27.658636392647168
17,26,1.0,1.0,0.25,90582.37713369793,"[1144, 2236]",27.658636392647168
17,26,1.0,1.0,0.75,90583.37713369793,"[1144, 2236]",27.658636392647168
17,26,1.0,1.0,1.5,90584.87713369793,"[1144, 2236]",27.658636392647168
17,52,0.1,0.0,0.0,90620.7118663008,"[1222, 1872]",0.5026990105397999
17,52,0.1,0.0,0.25,90621.2118663008,"[1222, 1872]",0.5026990105397999
17,52,0.1,0.0,0.75,90622.2118663008,"[1222, 1872]",0.5026990105397999
17,52,0.1,0.0,1.5,90623.7118663008,"[1222, 1872]",0.5026990105397999
17,52,0.1,0.25,0.0,90620.7118663008,"[1222, 1872]",0.5026990105397999
17,52,0.1,0.25,0.25,90621.2118663008,"[1222, 1872]",0.5026990105397999
17,52,0.1,0.25,0.75,90622.2118663008,"[1222, 1872]",0.5026990105397999
17,52,0.1,0.25,1.5,90623.7118663008,"[1222, 1872]",0.5026990105397999
17,52,0.1,0.5,0.0,90620.7118663008,"[1222, 1872]",0.5026990105397999
17,52,0.1,0.5,0.25,90621.2118663008,"[1222, 1872]",0.5026990105397999
17,52,0.1,0.5,0.75,90622.2118663008,"[1222, 1872]",0.5026990105397999
17,52,0.1,0.5,1.5,90623.7118663008,"[1222, 1872]",0.5026990105397999
17,52,0.1,1.0,0.0,90620.7118663008,"[1222, 1872]",0.5026990105397999
17,52,0.1,1.0,0.25,90621.2118663008,"[1222, 1872]",0.5026990105397999
17,52,0.1,1.0,0.75,90622.2118663008,"[1222, 1872]",0.5026990105397999
17,52,0.1,1.0,1.5,90623.7118663008,"[1222, 1872]",0.5026990105397999
17,52,0.3,0.0,0.0,90621.11186630081,"[1222, 1872]",0.5026990105397999
17,52,0.3,0.0,0.25,90621.61186630081,"[1222, 1872]",0.5026990105397999
17,52,0.3,0.0,0.75,90622.61186630081,"[1222, 1872]",0.5026990105397999
17,52,0.3,0.0,1.5,90624.11186630081,"[1222, 1872]",0.5026990105397999
17,52,0.3,0.25,0.0,90621.11186630081,"[1222, 1872]",0.5026990105397999
17,52,0.3,0.25,0.25,90621.61186630081,"[1222, 1872]",0.5026990105397999
17,52,0.3,0.25,0.75,90622.61186630081,"[1222, 1872]",0.5026990105397999
17,52,0.3,0.25,1.5,90624.11186630081,"[1222, 1872]",0.5026990105397999
17,52,0.3,0.5,0.0,90621.11186630081,"[1222, 1872]",0.5026990105397999
17,52,0.3,0.5,0.25,90621.61186630081,"[1222, 1872]",0.5026990105397999
17,52,0.3,0.5,0.75,90622.61186630081,"[1222, 1872]",0.5026990105397999
17,52,0.3,0.5,1.5,90624.11186630081,"[1222, 1872]",0.5026990105397999
17,52,0.3,1.0,0.0,90621.11186630081,"[1222, 1872]",0.5026990105397999
17,52,0.3,1.0,0.25,90621.61186630081,"[1222, 1872]",0.5026990105397999
17,52,0.3,1.0,0.75,90622.61186630081,"[1222, 1872]",0.5026990105397999
17,52,0.3,1.0,1.5,90624.11186630081,"[1222, 1872]",0.5026990105397999
17,52,0.6,0.0,0.0,90621.7118663008,"[1222, 1872]",0.5026990105397999
17,52,0.6,0.0,0.25,90622.2118663008,"[1222, 1872]",0.5026990105397999
17,52,0.6,0.0,0.75,90623.2118663008,"[1222, 1872]",0.5026990105397999
17,52,0.6,0.0,1.5,90624.7118663008,"[1222, 1872]",0.5026990105397999
17,52,0.6,0.25,0.0,90621.7118663008,"[1222, 1872]",0.5026990105397999
17,52,0.6,0.25,0.25,90622.2118663008,"[1222, 1872]",0.5026990105397999
17,52,0.6,0.25,0.75,90623.2118663008,"[1222, 1872]",0.5026990105397999
17,52,0.6,0.25,1.5,90624.7118663008,"[1222, 1872]",0.5026990105397999
17,52,0.6,0.5,0.0,90621.7118663008,"[1222, 1872]",0.5026990105397999
17,52,0.6,0.5,0.25,90622.2118663008,"[1222, 1872]",0.5026990105397999
17,52,0.6,0.5,0.75,90623.2118663008,"[1222, 1872]",0.5026990105397999
17,52,0.6,0.5,1.5,90624.7118663008,"[1222, 1872]",0.5026990105397999
17,52,0.6,1.0,0.0,90621.7118663008,"[1222, 1872]",0.5026990105397999
17,52,0.6,1.0,0.25,90622.2118663008,"[1222, 1872]",0.5026990105397999
17,52,0.6,1.0,0.75,90623.2118663008,"[1222, 1872]",0.5026990105397999
17,52,0.6,1.0,1.5,90624.7118663008,"[1222, 1872]",0.5026990105397999
17,52,1.0,0.0,0.0,90622.5118663008,"[1222, 1872]",0.5026990105397999
17,52,1.0,0.0,0.25,90623.0118663008,"[1222, 1872]",0.5026990105397999
17,52,1.0,0.0,0.75,90624.0118663008,"[1222, 1872]",0.5026990105397999
17,52,1.0,0.0,1.5,90625.5118663008,"[1222, 1872]",0.5026990105397999
17,52,1.0,0.25,0.0,90622.5118663008,"[1222, 1872]",0.5026990105397999
17,52,1.0,0.25,0.25,90623.0118663008,"[1222, 1872]",0.5026990105397999
17,52,1.0,0.25,0.75,90624.0118663008,"[1222, 1872]",0.5026990105397999
17,52,1.0,0.25,1.5,90625.5118663008,"[1222, 1872]",0.5026990105397999
17,52,1.0,0.5,0.0,90622.5118663008,"[1222, 1872]",0.5026990105397999
17,52,1.0,0.5,0.25,90623.0118663008,"[1222, 1872]",0.5026990105397999
17,52,1.0,0.5,0.75,90624.0118663008,"[1222, 1872]",0.5026990105397999
17,52,1.0,0.5,1.5,90625.5118663008,"[1222, 1872]",0.5026990105397999
17,52,1.0,1.0,0.0,90622.5118663008,"[1222, 1872]",0.5026990105397999
17,52,1.0,1.0,0.25,90623.0118663008,"[1222, 1872]",0.5026990105397999
17,52,1.0,1.0,0.75,90624.0118663008,"[1222, 1872]",0.5026990105397999
17,52,1.0,1.0,1.5,90625.5118663008,"[1222, 1872]",0.5026990105397999
17,78,0.1,0.0,0.0,90612.42082067803,"[1118, 1872]",5.725447902150336
17,78,0.1,0.0,0.25,90612.92082067803,"[1118, 1872]",5.725447902150336
17,78,0.1,0.0,0.75,90613.92082067803,"[1118, 1872]",5.725447902150336
17,78,0.1,0.0,1.5,90615.42082067803,"[1118, 1872]",5.725447902150336
17,78,0.1,0.25,0.0,90612.42082067803,"[1118, 1872]",5.725447902150336
17,78,0.1,0.25,0.25,90612.92082067803,"[1118, 1872]",5.725447902150336
17,78,0.1,0.25,0.75,90613.92082067803,"[1118, 1872]",5.725447902150336
17,78,0.1,0.25,1.5,90615.42082067803,"[1118, 1872]",5.725447902150336
17,78,0.1,0.5,0.0,90612.42082067803,"[1118, 1872]",5.725447902150336
17,78,0.1,0.5,0.25,90612.92082067803,"[1118, 1872]",5.725447902150336
17,78,0.1,0.5,0.75,90613.92082067803,"[1118, 1872]",5.725447902150336
17,78,0.1,0.5,1.5,90615.42082067803,"[1118, 1872]",5.725447902150336
17,78,0.1,1.0,0.0,90612.42082067803,"[1118, 1872]",5.725447902150336
17,78,0.1,1.0,0.25,90612.92082067803,"[1118, 1872]",5.725447902150336
17,78,0.1,1.0,0.75,90613.92082067803,"[1118, 1872]",5.725447902150336
17,78,0.1,1.0,1.5,90615.42082067803,"[1118, 1872]",5.725447902150336
17,78,0.3,0.0,0.0,90612.82082067804,"[1118, 1872]",5.725447902150336
17,78,0.3,0.0,0.25,90613.32082067804,"[1118, 1872]",5.725447902150336
17,78,0.3,0.0,0.75,90614.32082067804,"[1118, 1872]",5.725447902150336
17,78,0.3,0.0,1.5,90615.82082067804,"[1118, 1872]",5.725447902150336
17,78,0.3,0.25,0.0,90612.82082067804,"[1118, 1872]",5.725447902150336
17,78,0.3,0.25,0.25,90613.32082067804,"[1118, 1872]",5.725447902150336
17,78,0.3,0.25,0.75,90614.32082067804,"[1118, 1872]",5.725447902150336
17,78,0.3,0.25,1.5,90615.82082067804,"[1118, 1872]",5.725447902150336
17,78,0.3,0.5,0.0,90612.82082067804,"[1118, 1872]",5.725447902150336
17,78,0.3,0.5,0.25,90613.32082067804,"[1118, 1872]",5.725447902150336
17,78,0.3,0.5,0.75,90614.32082067804,"[1118, 1872]",5.725447902150336
17,78,0.3,0.5,1.5,90615.82082067804,"[1118, 1872]",5.725447902150336
17,78,0.3,1.0,0.0,90612.82082067804,"[1118, 1872]",5.725447902150336
17,78,0.3,1.0,0.25,90613.32082067804,"[1118, 1872]",5.725447902150336
17,78,0.3,1.0,0.75,90614.32082067804,"[1118, 1872]",5.725447902150336
17,78,0.3,1.0,1.5,90615.82082067804,"[1118, 1872]",5.725447902150336
17,78,0.6,0.0,0.0,90613.42082067803,"[1118, 1872]",5.725447902150336
17,78,0.6,0.0,0.25,90613.92082067803,"[1118, 1872]",5.725447902150336
17,78,0.6,0.0,0.75,90614.92082067803,"[1118, 1872]",5.725447902150336
17,78,0.6,0.0,1.5,90616.42082067803,"[1118, 1872]",5.725447902150336
17,78,0.6,0.25,0.0,90613.42082067803,"[1118, 1872]",5.725447902150336
17,78,0.6,0.25,0.25,90613.92082067803,"[1118, 1872]",5.725447902150336
17,78,0.6,0.25,0.75,90614.92082067803,"[1118, 1872]",5.725447902150336
17,78,0.6,0.25,1.5,90616.42082067803,"[1118, 1872]",5.725447902150336
17,78,0.6,0.5,0.0,90613.42082067803,"[1118, 1872]",5.725447902150336
17,78,0.6,0.5,0.25,90613.92082067803,"[1118, 1872]",5.725447902150336
17,78,0.6,0.5,0.75,90614.92082067803,"[1118, 1872]",5.725447902150336
17,78,0.6,0.5,1.5,90616.42082067803,"[1118, 1872]",5.725447902150336
17,78,0.6,1.0,0.0,90613.42082067803,"[1118, 1872]",5.725447902150336
17,78,0.6,1.0,0.25,90613.92082067803,"[1118, 1872]",5.725447902150336
17,78,0.6,1.0,0.75,90614.92082067803,"[1118, 1872]",5.725447902150336
17,78,0.6,1.0,1.5,90616.42082067803,"[1118, 1872]",5.725447902150336
17,78,1.0,0.0,0.0,90614.22082067803,"[1118, 1872]",5.725447902150336
17,78,1.0,0.0,0.25,90614.72082067803,"[1118, 1872]",5.725447902150336
17,78,1.0,0.0,0.75,90615.72082067803,"[1118, 1872]",5.725447902150336
17,78,1.0,0.0,1.5,90617.22082067803,"[1118, 1872]",5.725447902150336
17,78,1.0,0.25,0.0,90614.22082067803,"[1118, 1872]",5.725447902150336
17,78,1.0,0.25,0.25,90614.72082067803,"[1118, 1872]",5.725447902150336
17,78,1.0,0.25,0.75,90615.72082067803,"[1118, 1872]",5.725447902150336
17,78,1.0,0.25,1.5,90617.22082067803,"[1118, 1872]",5.725447902150336
17,78,1.0,0.5,0.0,90614.22082067803,"[1118, 1872]",5.725447902150336
17,78,1.0,0.5,0.25,90614.72082067803,"[1118, 1872]",5.725447902150336
17,78,1.0,0.5,0.75,90615.72082067803,"[1118, 1872]",5.725447902150336
17,78,1.0,0.5,1.5,90617.22082067803,"[1118, 1872]",5.725447902150336
17,78,1.0,1.0,0.0,90614.22082067803,"[1118, 1872]",5.725447902150336
17,78,1.0,1.0,0.25,90614.72082067803,"[1118, 1872]",5.725447902150336
17,78,1.0,1.0,0.75,90615.72082067803,"[1118, 1872]",5.725447902150336
17,78,1.0,1.0,1.5,90617.22082067803,"[1118, 1872]",5.725447902150336
17,104,0.1,0.0,0.0,90604.91515471671,"[1690, 1950]",12.790875626349589
17,104,0.1,0.0,0.25,90605.41515471671,"[1690, 1950]",12.790875626349589
17,104,0.1,0.0,0.75,90606.41515471671,"[1690, 1950]",12.790875626349589
17,104,0.1,0.0,1.5,90607.91515471671,"[1690, 1950]",12.790875626349589
17,104,0.1,0.25,0.0,90604.91515471671,"[1690, 1950]",12.790875626349589
17,104,0.1,0.25,0.25,90605.41515471671,"[1690, 1950]",12.790875626349589
17,104,0.1,0.25,0.75,90606.41515471671,"[1690, 1950]",12.790875626349589
17,104,0.1,0.25,1.5,90607.91515471671,"[1690, 1950]",12.790875626349589
17,104,0.1,0.5,0.0,90604.91515471671,"[1690, 1950]",12.790875626349589
17,104,0.1,0.5,0.25,90605.41515471671,"[1690, 1950]",12.790875626349589
17,104,0.1,0.5,0.75,90606.41515471671,"[1690, 1950]",12.790875626349589
17,104,0.1,0.5,1.5,90607.91515471671,"[1690, 1950]",12.790875626349589
17,104,0.1,1.0,0.0,90604.91515471671,"[1690, 1950]",12.790875626349589
17,104,0.1,1.0,0.25,90605.41515471671,"[1690, 1950]",12.790875626349589
17,104,0.1,1.0,0.75,90606.41515471671,"[1690, 1950]",12.790875626349589
17,104,0.1,1.0,1.5,90607.91515471671,"[1690, 1950]",12.790875626349589
17,104,0.3,0.0,0.0,90605.31515471672,"[1690, 1950]",12.790875626349589
17,104,0.3,0.0,0.25,90605.81515471672,"[1690, 1950]",12.790875626349589
17,104,0.3,0.0,0.75,90606.81515471672,"[1690, 1950]",12.790875626349589
17,104,0.3,0.0,1.5,90608.31515471672,"[1690, 1950]",12.790875626349589
17,104,0.3,0.25,0.0,90605.31515471672,"[1690, 1950]",12.790875626349589
17,104,0.3,0.25,0.25,90605.81515471672,"[1690, 1950]",12.790875626349589
17,104,0.3,0.25,0.75,90606.81515471672,"[1690, 1950]",12.790875626349589
17,104,0.3,0.25,1.5,90608.31515471672,"[1690, 1950]",12.790875626349589
17,104,0.3,0.5,0.0,90605.31515471672,"[1690, 1950]",12.790875626349589
17,104,0.3,0.5,0.25,90605.81515471672,"[1690, 1950]",12.790875626349589
17,104,0.3,0.5,0.75,90606.81515471672,"[1690, 1950]",12.790875626349589
17,104,0.3,0.5,1.5,90608.31515471672,"[1690, 1950]",12.790875626349589
17,104,0.3,1.0,0.0,90605.31515471672,"[1690, 1950]",12.790875626349589
17,104,0.3,1.0,0.25,90605.81515471672,"[1690, 1950]",12.790875626349589
17,104,0.3,1.0,0.75,90606.81515471672,"[1690, 1950]",12.790875626349589
17,104,0.3,1.0,1.5,90608.31515471672,"[1690, 1950]",12.790875626349589
17,104,0.6,0.0,0.0,90605.91515471671,"[1690, 1950]",12.790875626349589
17,104,0.6,0.0,0.25,90606.41515471671,"[1690, 1950]",12.790875626349589
17,104,0.6,0.0,0.75,90607.41515471671,"[1690, 1950]",12.790875626349589
17,104,0.6,0.0,1.5,90608.91515471671,"[1690, 1950]",12.790875626349589
17,104,0.6,0.25,0.0,90605.91515471671,"[1690, 1950]",12.790875626349589
17,104,0.6,0.25,0.25,90606.41515471671,"[1690, 1950]",12.790875626349589
17,104,0.6,0.25,0.75,90607.41515471671,"[1690, 1950]",12.790875626349589
17,104,0.6,0.25,1.5,90608.91515471671,"[1690, 1950]",12.790875626349589
17,104,0.6,0.5,0.0,90605.91515471671,"[1690, 1950]",12.790875626349589
17,104,0.6,0.5,0.25,90606.41515471671,"[1690, 1950]",12.790875626349589
17,104,0.6,0.5,0.75,90607.41515471671,"[1690, 1950]",12.790875626349589
17,104,0.6,0.5,1.5,90608.91515471671,"[1690, 1950]",12.790875626349589
17,104,0.6,1.0,0.0,90605.91515471671,"[1690, 1950]",12.790875626349589
17,104,0.6,1.0,0.25,90606.41515471671,"[1690, 1950]",12.790875626349589
17,104,0.6,1.0,0.75,90607.41515471671,"[1690, 1950]",12.790875626349589
17,104,0.6,1.0,1.5,90608.91515471671,"[1690, 1950]",12.790875626349589
17,104,1.0,0.0,0.0,90606.71515471672,"[1690, 1950]",12.790875626349589
17,104,1.0,0.0,0.25,90607.21515471672,"[1690, 1950]",12.790875626349589
17,104,1.0,0.0,0.75,90608.21515471672,"[1690, 1950]",12.790875626349589
17,104,1.0,0.0,1.5,90609.71515471672,"[1690, 1950]",12.790875626349589
17,104,1.0,0.25,0.0,90606.71515471672,"[1690, 1950]",12.790875626349589
17,104,1.0,0.25,0.25,90607.21515471672,"[1690, 1950]",12.790875626349589
17,104,1.0,0.25,0.75,90608.21515471672,"[1690, 1950]",12.790875626349589
17,104,1.0,0.25,1.5,90609.71515471672,"[1690, 1950]",12.790875626349589
17,104,1.0,0.5,0.0,90606.71515471672,"[1690, 1950]",12.790875626349589
17,104,1.0,0.5,0.25,90607.21515471672,"[1690, 1950]",12.790875626349589
17,104,1.0,0.5,0.75,90608.21515471672,"[1690, 1950]",12.790875626349589
17,104,1.0,0.5,1.5,90609.71515471672,"[1690, 1950]",12.790875626349589
17,104,1.0,1.0,0.0,90606.71515471672,"[1690, 1950]",12.790875626349589
17,104,1.0,1.0,0.25,90607.21515471672,"[1690, 1950]",12.790875626349589
17,104,1.0,1.0,0.75,90608.21515471672,"[1690, 1950]",12.790875626349589
17,104,1.0,1.0,1.5,90609.71515471672,"[1690, 1950]",12.790875626349589
17,156,0.1,0.0,0.0,90605.95540964312,"[1144, 2080]",9.050646576448344
17,156,0.1,0.0,0.25,90606.45540964312,"[1144, 2080]",9.050646576448344
17,156,0.1,0.0,0.75,90607.45540964312,"[1144, 2080]",9.050646576448344
17,156,0.1,0.0,1.5,90608.95540964312,"[1144, 2080]",9.050646576448344
17,156,0.1,0.25,0.0,90605.95540964312,"[1144, 2080]",9.050646576448344
17,156,0.1,0.25,0.25,90606.45540964312,"[1144, 2080]",9.050646576448344
17,156,0.1,0.25,0.75,90607.45540964312,"[1144, 2080]",9.050646576448344
17,156,0.1,0.25,1.5,90608.95540964312,"[1144, 2080]",9.050646576448344
17,156,0.1,0.5,0.0,90605.95540964312,"[1144, 2080]",9.050646576448344
17,156,0.1,0.5,0.25,90606.45540964312,"[1144, 2080]",9.050646576448344
17,156,0.1,0.5,0.75,90607.45540964312,"[1144, 2080]",9.050646576448344
17,156,0.1,0.5,1.5,90608.95540964312,"[1144, 2080]",9.050646576448344
17,156,0.1,1.0,0.0,90605.95540964312,"[1144, 2080]",9.050646576448344
17,156,0.1,1.0,0.25,90606.45540964312,"[1144, 2080]",9.050646576448344
17,156,0.1,1.0,0.75,90607.45540964312,"[1144, 2080]",9.050646576448344
17,156,0.1,1.0,1.5,90608.95540964312,"[1144, 2080]",9.050646576448344
17,156,0.3,0.0,0.0,90606.35540964313,"[1144, 2080]",9.050646576448344
17,156,0.3,0.0,0.25,90606.85540964313,"[1144, 2080]",9.050646576448344
17,156,0.3,0.0,0.75,90607.85540964313,"[1144, 2080]",9.050646576448344
17,156,0.3,0.0,1.5,90609.35540964313,"[1144, 2080]",9.050646576448344
17,156,0.3,0.25,0.0,90606.35540964313,"[1144, 2080]",9.050646576448344
17,156,0.3,0.25,0.25,90606.85540964313,"[1144, 2080]",9.050646576448344
17,156,0.3,0.25,0.75,90607.85540964313,"[1144, 2080]",9.050646576448344
17,156,0.3,0.25,1.5,90609.35540964313,"[1144, 2080]",9.050646576448344
17,156,0.3,0.5,0.0,90606.35540964313,"[1144, 2080]",9.050646576448344
17,156,0.3,0.5,0.25,90606.85540964313,"[1144, 2080]",9.050646576448344
17,156,0.3,0.5,0.75,90607.85540964313,"[1144, 2080]",9.050646576448344
17,156,0.3,0.5,1.5,90609.35540964313,"[1144, 2080]",9.050646576448344
17,156,0.3,1.0,0.0,90606.35540964313,"[1144, 2080]",9.050646576448344
17,156,0.3,1.0,0.25,90606.85540964313,"[1144, 2080]",9.050646576448344
17,156,0.3,1.0,0.75,90607.85540964313,"[1144, 2080]",9.050646576448344
17,156,0.3,1.0,1.5,90609.35540964313,"[1144, 2080]",9.050646576448344
17,156,0.6,0.0,0.0,90606.95540964312,"[1144, 2080]",9.050646576448344
17,156,0.6,0.0,0.25,90607.45540964312,"[1144, 2080]",9.050646576448344
17,156,0.6,0.0,0.75,90608.45540964312,"[1144, 2080]",9.050646576448344
17,156,0.6,0.0,1.5,90609.95540964312,"[1144, 2080]",9.050646576448344
17,156,0.6,0.25,0.0,90606.95540964312,"[1144, 2080]",9.050646576448344
17,156,0.6,0.25,0.25,90607.45540964312,"[1144, 2080]",9.050646576448344
17,156,0.6,0.25,0.75,90608.45540964312,"[1144, 2080]",9.050646576448344
17,156,0.6,0.25,1.5,90609.95540964312,"[1144, 2080]",9.050646576448344
17,156,0.6,0.5,0.0,90606.95540964312,"[1144, 2080]",9.050646576448344
17,156,0.6,0.5,0.25,90607.45540964312,"[1144, 2080]",9.050646576448344
17,156,0.6,0.5,0.75,90608.45540964312,"[1144, 2080]",9.050646576448344
17,156,0.6,0.5,1.5,90609.95540964312,"[1144, 2080]",9.050646576448344
17,156,0.6,1.0,0.0,90606.95540964312,"[1144, 2080]",9.050646576448344
17,156,0.6,1.0,0.25,90607.45540964312,"[1144, 2080]",9.050646576448344
17,156,0.6,1.0,0.75,90608.45540964312,"[1144, 2080]",9.050646576448344
17,156,0.6,1.0,1.5,90609.95540964312,"[1144, 2080]",9.050646576448344
17,156,1.0,0.0,0.0,90607.75540964313,"[1144, 2080]",9.050646576448344
17,156,1.0,0.0,0.25,90608.25540964313,"[1144, 2080]",9.050646576448344
17,156,1.0,0.0,0.75,90609.25540964313,"[1144, 2080]",9.050646576448344
17,156,1.0,0.0,1.5,90610.75540964313,"[1144, 2080]",9.050646576448344
17,156,1.0,0.25,0.0,90607.75540964313,"[1144, 2080]",9.050646576448344
17,156,1.0,0.25,0.25,90608.25540964313,"[1144, 2080]",9.050646576448344
17,156,1.0,0.25,0.75,90609.25540964313,"[1144, 2080]",9.050646576448344
17,156,1.0,0.25,1.5,90610.75540964313,"[1144, 2080]",9.050646576448344
17,156,1.0,0.5,0.0,90607.75540964313,"[1144, 2080]",9.050646576448344
17,156,1.0,0.5,0.25,90608.25540964313,"[1144, 2080]",9.050646576448344
17,156,1.0,0.5,0.75,90609.25540964313,"[1144, 2080]",9.050646576448344
17,156,1.0,0.5,1.5,90610.75540964313,"[1144, 2080]",9.050646576448344
17,156,1.0,1.0,0.0,90607.75540964313,"[1144, 2080]",9.050646576448344
17,156,1.0,1.0,0.25,90608.25540964313,"[1144, 2080]",9.050646576448344
17,156,1.0,1.0,0.75,90609.25540964313,"[1144, 2080]",9.050646576448344
17,156,1.0,1.0,1.5,90610.75540964313,"[1144, 2080]",9.050646576448344
29,26,0.1,0.0,0.0,90595.59028431277,"[1144, 2236]",27.9931851887668
29,26,0.1,0.0,0.25,90596.09028431277,"[1144, 2236]",27.9931851887668
29,26,0.1,0.0,0.75,90597.09028431277,"[1144, 2236]",27.9931851887668
29,26,0.1,0.0,1.5,90598.59028431277,"[1144, 2236]",27.9931851887668
29,26,0.1,0.25,0.0,90595.59028431277,"[1144, 2236]",27.9931851887668
29,26,0.1,0.25,0.25,90596.09028431277,"[1144, 2236]",27.9931851887668
29,26,0.1,0.25,0.75,90597.09028431277,"[1144, 2236]",27.9931851887668
29,26,0.1,0.25,1.5,90598.59028431277,"[1144, 2236]",27.9931851887668
29,26,0.1,0.5,0.0,90595.59028431277,"[1144, 2236]",27.9931851887668
29,26,0.1,0.5,0.25,90596.09028431277,"[1144, 2236]",27.9931851887668
29,26,0.1,0.5,0.75,90597.09028431277,"[1144, 2236]",27.9931851887668
29,26,0.1,0.5,1.5,90598.59028431277,"[1144, 2236]",27.9931851887668
29,26,0.1,1.0,0.0,90595.59028431277,"[1144, 2236]",27.9931851887668
29,26,0.1,1.0,0.25,90596.09028431277,"[1144, 2236]",27.9931851887668
29,26,0.1,1.0,0.75,90597.09028431277,"[1144, 2236]",27.9931851887668
