seed,L_min,beta,lambda_alarm,kappa_iid,best_obj,changepoints,objective_gap
53,26,0.3,0.5,0.25,90580.62020315511,"[1144, 2236]",27.590386814801604
53,26,0.3,0.5,0.75,90581.62020315511,"[1144, 2236]",27.590386814801604
53,26,0.3,0.5,1.5,90583.12020315511,"[1144, 2236]",27.590386814801604
53,26,0.3,1.0,0.0,90580.12020315511,"[1144, 2236]",27.590386814801604
53,26,0.3,1.0,0.25,90580.62020315511,"[1144, 2236]",27.590386814801604
53,26,0.3,1.0,0.75,90581.62020315511,"[1144, 2236]",27.590386814801604
53,26,0.3,1.0,1.5,90583.12020315511,"[1144, 2236]",27.590386814801604
53,26,0.6,0.0,0.0,90580.7202031551,"[1144, 2236]",27.590386814801604
53,26,0.6,0.0,0.25,90581.2202031551,"[1144, 2236]",27.590386814801604
53,26,0.6,0.0,0.75,90582.2202031551,"[1144, 2236]",27.590386814801604
53,26,0.6,0.0,1.5,90583.7202031551,"[1144, 2236]",27.590386814801604
53,26,0.6,0.25,0.0,90580.7202031551,"[1144, 2236]",27.590386814801604
53,26,0.6,0.25,0.25,90581.2202031551,"[1144, 2236]",27.590386814801604
53,26,0.6,0.25,0.75,90582.2202031551,"[1144, 2236]",27.590386814801604
53,26,0.6,0.25,1.5,90583.7202031551,"[1144, 2236]",27.590386814801604
53,26,0.6,0.5,0.0,90580.7202031551,"[1144, 2236]",27.590386814801604
53,26,0.6,0.5,0.25,90581.2202031551,"[1144, 2236]",27.590386814801604
53,26,0.6,0.5,0.75,90582.2202031551,"[1144, 2236]",27.590386814801604
53,26,0.6,0.5,1.5,90583.7202031551,"[1144, 2236]",27.590386814801604
53,26,0.6,1.0,0.0,90580.7202031551,"[1144, 2236]",27.590386814801604
53,26,0.6,1.0,0.25,90581.2202031551,"[1144, 2236]",27.590386814801604
53,26,0.6,1.0,0.75,90582.2202031551,"[1144, 2236]",27.590386814801604
53,26,0.6,1.0,1.5,90583.7202031551,"[1144, 2236]",27.590386814801604
53,26,1.0,0.0,0.0,90581.5202031551,"[1144, 2236]",27.590386814801604
53,26,1.0,0.0,0.25,90582.0202031551,"[1144, 2236]",27.590386814801604
53,26,1.0,0.0,0.75,90583.0202031551,"[1144, 2236]",27.590386814801604
53,26,1.0,0.0,1.5,90584.5202031551,"[1144, 2236]",27.590386814801604
53,26,1.0,0.25,0.0,90581.5202031551,"[1144, 2236]",27.590386814801604
53,26,1.0,0.25,0.25,90582.0202031551,"[1144, 2236]",27.590386814801604
53,26,1.0,0.25,0.75,90583.0202031551,"[1144, 2236]",27.590386814801604
53,26,1.0,0.25,1.5,90584.5202031551,"[1144, 2236]",27.590386814801604
53,26,1.0,0.5,0.0,90581.5202031551,"[1144, 2236]",27.590386814801604
53,26,1.0,0.5,0.25,90582.0202031551,"[1144, 2236]",27.590386814801604
53,26,1.0,0.5,0.75,90583.0202031551,"[1144, 2236]",27.590386814801604
53,26,1.0,0.5,1.5,90584.5202031551,"[1144, 2236]",27.590386814801604
53,26,1.0,1.0,0.0,90581.5202031551,"[1144, 2236]",27.590386814801604
53,26,1.0,1.0,0.25,90582.0202031551,"[1144, 2236]",27.590386814801604
53,26,1.0,1.0,0.75,90583.0202031551,"[1144, 2236]",27.590386814801604
53,26,1.0,1.0,1.5,90584.5202031551,"[1144, 2236]",27.590386814801604
53,52,0.1,0.0,0.0,90619.69532780217,"[1222, 1872]",1.55371534024016
53,52,0.1,0.0,0.25,90620.19532780217,"[1222, 1872]",1.55371534024016
53,52,0.1,0.0,0.75,90621.19532780217,"[1222, 1872]",1.55371534024016
53,52,0.1,0.0,1.5,90622.69532780217,"[1222, 1872]",1.55371534024016
53,52,0.1,0.25,0.0,90619.69532780217,"[1222, 1872]",1.55371534024016
53,52,0.1,0.25,0.25,90620.19532780217,"[1222, 1872]",1.55371534024016
53,52,0.1,0.25,0.75,90621.19532780217,"[1222, 1872]",1.55371534024016
53,52,0.1,0.25,1.5,90622.69532780217,"[1222, 1872]",1.55371534024016
53,52,0.1,0.5,0.0,90619.69532780217,"[1222, 1872]",1.55371534024016
53,52,0.1,0.5,0.25,90620.19532780217,"[1222, 1872]",1.55371534024016
53,52,0.1,0.5,0.75,90621.19532780217,"[1222, 1872]",1.55371534024016
53,52,0.1,0.5,1.5,90622.69532780217,"[1222, 1872]",1.55371534024016
53,52,0.1,1.0,0.0,90619.69532780217,"[1222, 1872]",1.55371534024016
53,52,0.1,1.0,0.25,90620.19532780217,"[1222, 1872]",1.55371534024016
53,52,0.1,1.0,0.75,90621.19532780217,"[1222, 1872]",1.55371534024016
53,52,0.1,1.0,1.5,90622.69532780217,"[1222, 1872]",1.55371534024016
53,52,0.3,0.0,0.0,90620.09532780218,"[1222, 1872]",1.55371534024016
53,52,0.3,0.0,0.25,90620.59532780218,"[1222, 1872]",1.55371534024016
53,52,0.3,0.0,0.75,90621.59532780218,"[1222, 1872]",1.55371534024016
53,52,0.3,0.0,1.5,90623.09532780218,"[1222, 1872]",1.55371534024016
53,52,0.3,0.25,0.0,90620.09532780218,"[1222, 1872]",1.55371534024016
53,52,0.3,0.25,0.25,90620.59532780218,"[1222, 1872]",1.55371534024016
53,52,0.3,0.25,0.75,90621.59532780218,"[1222, 1872]",1.55371534024016
53,52,0.3,0.25,1.5,90623.09532780218,"[1222, 1872]",1.55371534024016
53,52,0.3,0.5,0.0,90620.09532780218,"[1222, 1872]",1.55371534024016
53,52,0.3,0.5,0.25,90620.59532780218,"[1222, 1872]",1.55371534024016
53,52,0.3,0.5,0.75,90621.59532780218,"[1222, 1872]",1.55371534024016
53,52,0.3,0.5,1.5,90623.09532780218,"[1222, 1872]",1.55371534024016
53,52,0.3,1.0,0.0,90620.09532780218,"[1222, 1872]",1.55371534024016
53,52,0.3,1.0,0.25,90620.59532780218,"[1222, 1872]",1.55371534024016
53,52,0.3,1.0,0.75,90621.59532780218,"[1222, 1872]",1.55371534024016
53,52,0.3,1.0,1.5,90623.09532780218,"[1222, 1872]",1.55371534024016
53,52,0.6,0.0,0.0,90620.69532780217,"[1222, 1872]",1.55371534024016
53,52,0.6,0.0,0.25,90621.19532780217,"[1222, 1872]",1.55371534024016
53,52,0.6,0.0,0.75,90622.19532780217,"[1222, 1872]",1.55371534024016
53,52,0.6,0.0,1.5,90623.69532780217,"[1222, 1872]",1.55371534024016
53,52,0.6,0.25,0.0,90620.69532780217,"[1222, 1872]",1.55371534024016
53,52,0.6,0.25,0.25,90621.19532780217,"[1222, 1872]",1.55371534024016
53,52,0.6,0.25,0.75,90622.19532780217,"[1222, 1872]",1.55371534024016
53,52,0.6,0.25,1.5,90623.69532780217,"[1222, 1872]",1.55371534024016
53,52,0.6,0.5,0.0,90620.69532780217,"[1222, 1872]",1.55371534024016
53,52,0.6,0.5,0.25,90621.19532780217,"[1222, 1872]",1.55371534024016
53,52,0.6,0.5,0.75,90622.19532780217,"[1222, 1872]",1.55371534024016
53,52,0.6,0.5,1.5,90623.69532780217,"[1222, 1872]",1.55371534024016
53,52,0.6,1.0,0.0,90620.69532780217,"[1222, 1872]",1.55371534024016
53,52,0.6,1.0,0.25,90621.19532780217,"[1222, 1872]",1.55371534024016
53,52,0.6,1.0,0.75,90622.19532780217,"[1222, 1872]",1.55371534024016
53,52,0.6,1.0,1.5,90623.69532780217,"[1222, 1872]",1.55371534024016
53,52,1.0,0.0,0.0,90621.49532780217,"[1222, 1872]",1.55371534024016
53,52,1.0,0.0,0.25,90621.99532780217,"[1222, 1872]",1.55371534024016
53,52,1.0,0.0,0.75,90622.99532780217,"[1222, 1872]",1.55371534024016
53,52,1.0,0.0,1.5,90624.49532780217,"[1222, 1872]",1.55371534024016
53,52,1.0,0.25,0.0,90621.49532780217,"[1222, 1872]",1.55371534024016
53,52,1.0,0.25,0.25,90621.99532780217,"[1222, 1872]",1.55371534024016
53,52,1.0,0.25,0.75,90622.99532780217,"[1222, 1872]",1.55371534024016
53,52,1.0,0.25,1.5,90624.49532780217,"[1222, 1872]",1.55371534024016
53,52,1.0,0.5,0.0,90621.49532780217,"[1222, 1872]",1.55371534024016
53,52,1.0,0.5,0.25,90621.99532780217,"[1222, 1872]",1.55371534024016
53,52,1.0,0.5,0.75,90622.99532780217,"[1222, 1872]",1.55371534024016
53,52,1.0,0.5,1.5,90624.49532780217,"[1222, 1872]",1.55371534024016
53,52,1.0,1.0,0.0,90621.49532780217,"[1222, 1872]",1.55371534024016
53,52,1.0,1.0,0.25,90621.99532780217,"[1222, 1872]",1.55371534024016
53,52,1.0,1.0,0.75,90622.99532780217,"[1222, 1872]",1.55371534024016
53,52,1.0,1.0,1.5,90624.49532780217,"[1222, 1872]",1.55371534024016
53,78,0.1,0.0,0.0,90611.0047889778,"[1118, 1872]",7.440889142657397
53,78,0.1,0.0,0.25,90611.5047889778,"[1118, 1872]",7.440889142657397
53,78,0.1,0.0,0.75,90612.5047889778,"[1118, 1872]",7.440889142657397
53,78,0.1,0.0,1.5,90614.0047889778,"[1118, 1872]",7.440889142657397
53,78,0.1,0.25,0.0,90611.0047889778,"[1118, 1872]",7.440889142657397
53,78,0.1,0.25,0.25,90611.5047889778,"[1118, 1872]",7.440889142657397
53,78,0.1,0.25,0.75,90612.5047889778,"[1118, 1872]",7.440889142657397
53,78,0.1,0.25,1.5,90614.0047889778,"[1118, 1872]",7.440889142657397
53,78,0.1,0.5,0.0,90611.0047889778,"[1118, 1872]",7.440889142657397
53,78,0.1,0.5,0.25,90611.5047889778,"[1118, 1872]",7.440889142657397
53,78,0.1,0.5,0.75,90612.5047889778,"[1118, 1872]",7.440889142657397
53,78,0.1,0.5,1.5,90614.0047889778,"[1118, 1872]",7.440889142657397
53,78,0.1,1.0,0.0,90611.0047889778,"[1118, 1872]",7.440889142657397
53,78,0.1,1.0,0.25,90611.5047889778,"[1118, 1872]",7.440889142657397
53,78,0.1,1.0,0.75,90612.5047889778,"[1118, 1872]",7.440889142657397
53,78,0.1,1.0,1.5,90614.0047889778,"[1118, 1872]",7.440889142657397
53,78,0.3,0.0,0.0,90611.40478897782,"[1118, 1872]",7.440889142657397
53,78,0.3,0.0,0.25,90611.90478897782,"[1118, 1872]",7.440889142657397
53,78,0.3,0.0,0.75,90612.90478897782,"[1118, 1872]",7.440889142657397
53,78,0.3,0.0,1.5,90614.40478897782,"[1118, 1872]",7.440889142657397
53,78,0.3,0.25,0.0,90611.40478897782,"[1118, 1872]",7.440889142657397
53,78,0.3,0.25,0.25,90611.90478897782,"[1118, 1872]",7.440889142657397
53,78,0.3,0.25,0.75,90612.90478897782,"[1118, 1872]",7.440889142657397
53,78,0.3,0.25,1.5,90614.40478897782,"[1118, 1872]",7.440889142657397
53,78,0.3,0.5,0.0,90611.40478897782,"[1118, 1872]",7.440889142657397
53,78,0.3,0.5,0.25,90611.90478897782,"[1118, 1872]",7.440889142657397
53,78,0.3,0.5,0.75,90612.90478897782,"[1118, 1872]",7.440889142657397
53,78,0.3,0.5,1.5,90614.40478897782,"[1118, 1872]",7.440889142657397
53,78,0.3,1.0,0.0,90611.40478897782,"[1118, 1872]",7.440889142657397
53,78,0.3,1.0,0.25,90611.90478897782,"[1118, 1872]",7.440889142657397
53,78,0.3,1.0,0.75,90612.90478897782,"[1118, 1872]",7.440889142657397
53,78,0.3,1.0,1.5,90614.40478897782,"[1118, 1872]",7.440889142657397
53,78,0.6,0.0,0.0,90612.0047889778,"[1118, 1872]",7.440889142657397
53,78,0.6,0.0,0.25,90612.5047889778,"[1118, 1872]",7.440889142657397
53,78,0.6,0.0,0.75,90613.5047889778,"[1118, 1872]",7.440889142657397
53,78,0.6,0.0,1.5,90615.0047889778,"[1118, 1872]",7.440889142657397
53,78,0.6,0.25,0.0,90612.0047889778,"[1118, 1872]",7.440889142657397
53,78,0.6,0.25,0.25,90612.5047889778,"[1118, 1872]",7.440889142657397
53,78,0.6,0.25,0.75,90613.5047889778,"[1118, 1872]",7.440889142657397
53,78,0.6,0.25,1.5,90615.0047889778,"[1118, 1872]",7.440889142657397
53,78,0.6,0.5,0.0,90612.0047889778,"[1118, 1872]",7.440889142657397
53,78,0.6,0.5,0.25,90612.5047889778,"[1118, 1872]",7.440889142657397
53,78,0.6,0.5,0.75,90613.5047889778,"[1118, 1872]",7.440889142657397
53,78,0.6,0.5,1.5,90615.0047889778,"[1118, 1872]",7.440889142657397
53,78,0.6,1.0,0.0,90612.0047889778,"[1118, 1872]",7.440889142657397
53,78,0.6,1.0,0.25,90612.5047889778,"[1118, 1872]",7.440889142657397
53,78,0.6,1.0,0.75,90613.5047889778,"[1118, 1872]",7.440889142657397
53,78,0.6,1.0,1.5,90615.0047889778,"[1118, 1872]",7.440889142657397
53,78,1.0,0.0,0.0,90612.80478897781,"[1118, 1872]",7.440889142657397
53,78,1.0,0.0,0.25,90613.30478897781,"[1118, 1872]",7.440889142657397
53,78,1.0,0.0,0.75,90614.30478897781,"[1118, 1872]",7.440889142657397
53,78,1.0,0.0,1.5,90615.80478897781,"[1118, 1872]",7.440889142657397
53,78,1.0,0.25,0.0,90612.80478897781,"[1118, 1872]",7.440889142657397
53,78,1.0,0.25,0.25,90613.30478897781,"[1118, 1872]",7.440889142657397
53,78,1.0,0.25,0.75,90614.30478897781,"[1118, 1872]",7.440889142657397
53,78,1.0,0.25,1.5,90615.80478897781,"[1118, 1872]",7.440889142657397
53,78,1.0,0.5,0.0,90612.80478897781,"[1118, 1872]",7.440889142657397
53,78,1.0,0.5,0.25,90613.30478897781,"[1118, 1872]",7.440889142657397
53,78,1.0,0.5,0.75,90614.30478897781,"[1118, 1872]",7.440889142657397
53,78,1.0,0.5,1.5,90615.80478897781,"[1118, 1872]",7.440889142657397
53,78,1.0,1.0,0.0,90612.80478897781,"[1118, 1872]",7.440889142657397
53,78,1.0,1.0,0.25,90613.30478897781,"[1118, 1872]",7.440889142657397
53,78,1.0,1.0,0.75,90614.30478897781,"[1118, 1872]",7.440889142657397
53,78,1.0,1.0,1.5,90615.80478897781,"[1118, 1872]",7.440889142657397
53,104,0.1,0.0,0.0,90604.31885614088,"[1690, 1950]",13.011450015954324
53,104,0.1,0.0,0.25,90604.81885614088,"[1690, 1950]",13.011450015954324
53,104,0.1,0.0,0.75,90605.81885614088,"[1690, 1950]",13.011450015954324
53,104,0.1,0.0,1.5,90607.31885614088,"[1690, 1950]",13.011450015954324
53,104,0.1,0.25,0.0,90604.31885614088,"[1690, 1950]",13.011450015954324
53,104,0.1,0.25,0.25,90604.81885614088,"[1690, 1950]",13.011450015954324
53,104,0.1,0.25,0.75,90605.81885614088,"[1690, 1950]",13.011450015954324
53,104,0.1,0.25,1.5,90607.31885614088,"[1690, 1950]",13.011450015954324
53,104,0.1,0.5,0.0,90604.31885614088,"[1690, 1950]",13.011450015954324
53,104,0.1,0.5,0.25,90604.81885614088,"[1690, 1950]",13.011450015954324
53,104,0.1,0.5,0.75,90605.81885614088,"[1690, 1950]",13.011450015954324
53,104,0.1,0.5,1.5,90607.31885614088,"[1690, 1950]",13.011450015954324
53,104,0.1,1.0,0.0,90604.31885614088,"[1690, 1950]",13.011450015954324
53,104,0.1,1.0,0.25,90604.81885614088,"[1690, 1950]",13.011450015954324
53,104,0.1,1.0,0.75,90605.81885614088,"[1690, 1950]",13.011450015954324
53,104,0.1,1.0,1.5,90607.31885614088,"[1690, 1950]",13.011450015954324
53,104,0.3,0.0,0.0,90604.71885614088,"[1690, 1950]",13.011450015954324
53,104,0.3,0.0,0.25,90605.21885614088,"[1690, 1950]",13.011450015954324
53,104,0.3,0.0,0.75,90606.21885614088,"[1690, 1950]",13.011450015954324
53,104,0.3,0.0,1.5,90607.71885614088,"[1690, 1950]",13.011450015954324
53,104,0.3,0.25,0.0,90604.71885614088,"[1690, 1950]",13.011450015954324
53,104,0.3,0.25,0.25,90605.21885614088,"[1690, 1950]",13.011450015954324
53,104,0.3,0.25,0.75,90606.21885614088,"[1690, 1950]",13.011450015954324
53,104,0.3,0.25,1.5,90607.71885614088,"[1690, 1950]",13.011450015954324
53,104,0.3,0.5,0.0,90604.71885614088,"[1690, 1950]",13.011450015954324
53,104,0.3,0.5,0.25,90605.21885614088,"[1690, 1950]",13.011450015954324
53,104,0.3,0.5,0.75,90606.21885614088,"[1690, 1950]",13.011450015954324
53,104,0.3,0.5,1.5,90607.71885614088,"[1690, 1950]",13.011450015954324
53,104,0.3,1.0,0.0,90604.71885614088,"[1690, 1950]",13.011450015954324
53,104,0.3,1.0,0.25,90605.21885614088,"[1690, 1950]",13.011450015954324
53,104,0.3,1.0,0.75,90606.21885614088,"[1690, 1950]",13.011450015954324
53,104,0.3,1.0,1.5,90607.71885614088,"[1690, 1950]",13.011450015954324
53,104,0.6,0.0,0.0,90605.31885614088,"[1690, 1950]",13.011450015954324
53,104,0.6,0.0,0.25,90605.81885614088,"[1690, 1950]",13.011450015954324
53,104,0.6,0.0,0.75,90606.81885614088,"[1690, 1950]",13.011450015954324
53,104,0.6,0.0,1.5,90608.31885614088,"[1690, 1950]",13.011450015954324
53,104,0.6,0.25,0.0,90605.31885614088,"[1690, 1950]",13.011450015954324
53,104,0.6,0.25,0.25,90605.81885614088,"[1690, 1950]",13.011450015954324
53,104,0.6,0.25,0.75,90606.81885614088,"[1690, 1950]",13.011450015954324
53,104,0.6,0.25,1.5,90608.31885614088,"[1690, 1950]",13.011450015954324
53,104,0.6,0.5,0.0,90605.31885614088,"[1690, 1950]",13.011450015954324
53,104,0.6,0.5,0.25,90605.81885614088,"[1690, 1950]",13.011450015954324
53,104,0.6,0.5,0.75,90606.81885614088,"[1690, 1950]",13.011450015954324
53,104,0.6,0.5,1.5,90608.31885614088,"[1690, 1950]",13.011450015954324
53,104,0.6,1.0,0.0,90605.31885614088,"[1690, 1950]",13.011450015954324
53,104,0.6,1.0,0.25,90605.81885614088,"[1690, 1950]",13.011450015954324
53,104,0.6,1.0,0.75,90606.81885614088,"[1690, 1950]",13.011450015954324
53,104,0.6,1.0,1.5,90608.31885614088,"[1690, 1950]",13.011450015954324
53,104,1.0,0.0,0.0,90606.11885614088,"[1690, 1950]",13.011450015954324
53,104,1.0,0.0,0.25,90606.61885614088,"[1690, 1950]",13.011450015954324
53,104,1.0,0.0,0.75,90607.61885614088,"[1690, 1950]",13.011450015954324
53,104,1.0,0.0,1.5,90609.11885614088,"[1690, 1950]",13.011450015954324
53,104,1.0,0.25,0.0,90606.11885614088,"[1690, 1950]",13.011450015954324
53,104,1.0,0.25,0.25,90606.61885614088,"[1690, 1950]",13.011450015954324
53,104,1.0,0.25,0.75,90607.61885614088,"[1690, 1950]",13.011450015954324
53,104,1.0,0.25,1.5,90609.11885614088,"[1690, 1950]",13.011450015954324
53,104,1.0,0.5,0.0,90606.11885614088,"[1690, 1950]",13.011450015954324
53,104,1.0,0.5,0.25,90606.61885614088,"[1690, 1950]",13.011450015954324
53,104,1.0,0.5,0.75,90607.61885614088,"[1690, 1950]",13.011450015954324
53,104,1.0,0.5,1.5,90609.11885614088,"[1690, 1950]",13.011450015954324
53,104,1.0,1.0,0.0,90606.11885614088,"[1690, 1950]",13.011450015954324
53,104,1.0,1.0,0.25,90606.61885614088,"[1690, 1950]",13.011450015954324
53,104,1.0,1.0,0.75,90607.61885614088,"[1690, 1950]",13.011450015954324
53,104,1.0,1.0,1.5,90609.11885614088,"[1690, 1950]",13.011450015954324
53,156,0.1,0.0,0.0,90605.31779221418,"[1144, 2080]",9.681261793812155
53,156,0.1,0.0,0.25,90605.81779221418,"[1144, 2080]",9.681261793812155
53,156,0.1,0.0,0.75,90606.81779221418,"[1144, 2080]",9.681261793812155
53,156,0.1,0.0,1.5,90608.31779221418,"[1144, 2080]",9.681261793812155
53,156,0.1,0.25,0.0,90605.31779221418,"[1144, 2080]",9.681261793812155
53,156,0.1,0.25,0.25,90605.81779221418,"[1144, 2080]",9.681261793812155
53,156,0.1,0.25,0.75,90606.81779221418,"[1144, 2080]",9.681261793812155
53,156,0.1,0.25,1.5,90608.31779221418,"[1144, 2080]",9.681261793812155
53,156,0.1,0.5,0.0,90605.31779221418,"[1144, 2080]",9.681261793812155
53,156,0.1,0.5,0.25,90605.81779221418,"[1144, 2080]",9.681261793812155
53,156,0.1,0.5,0.75,90606.81779221418,"[1144, 2080]",9.681261793812155
53,156,0.1,0.5,1.5,90608.31779221418,"[1144, 2080]",9.681261793812155
53,156,0.1,1.0,0.0,90605.31779221418,"[1144, 2080]",9.681261793812155
53,156,0.1,1.0,0.25,90605.81779221418,"[1144, 2080]",9.681261793812155
53,156,0.1,1.0,0.75,90606.81779221418,"[1144, 2080]",9.681261793812155
53,156,0.1,1.0,1.5,90608.31779221418,"[1144, 2080]",9.681261793812155
53,156,0.3,0.0,0.0,90605.71779221419,"[1144, 2080]",9.681261793812155
53,156,0.3,0.0,0.25,90606.21779221419,"[1144, 2080]",9.681261793812155
53,156,0.3,0.0,0.75,90607.21779221419,"[1144, 2080]",9.681261793812155
53,156,0.3,0.0,1.5,90608.71779221419,"[1144, 2080]",9.681261793812155
53,156,0.3,0.25,0.0,90605.71779221419,"[1144, 2080]",9.681261793812155
53,156,0.3,0.25,0.25,90606.21779221419,"[1144, 2080]",9.681261793812155
53,156,0.3,0.25,0.75,90607.21779221419,"[1144, 2080]",9.681261793812155
53,156,0.3,0.25,1.5,90608.71779221419,"[1144, 2080]",9.681261793812155
53,156,0.3,0.5,0.0,90605.71779221419,"[1144, 2080]",9.681261793812155
53,156,0.3,0.5,0.25,90606.21779221419,"[1144, 2080]",9.681261793812155
53,156,0.3,0.5,0.75,90607.21779221419,"[1144, 2080]",9.681261793812155
53,156,0.3,0.5,1.5,90608.71779221419,"[1144, 2080]",9.681261793812155
53,156,0.3,1.0,0.0,90605.71779221419,"[1144, 2080]",9.681261793812155
53,156,0.3,1.0,0.25,90606.21779221419,"[1144, 2080]",9.681261793812155
53,156,0.3,1.0,0.75,90607.21779221419,"[1144, 2080]",9.681261793812155
53,156,0.3,1.0,1.5,90608.71779221419,"[1144, 2080]",9.681261793812155
53,156,0.6,0.0,0.0,90606.31779221418,"[1144, 2080]",9.681261793812155
53,156,0.6,0.0,0.25,90606.81779221418,"[1144, 2080]",9.681261793812155
53,156,0.6,0.0,0.75,90607.81779221418,"[1144, 2080]",9.681261793812155
53,156,0.6,0.0,1.5,90609.31779221418,"[1144, 2080]",9.681261793812155
53,156,0.6,0.25,0.0,90606.31779221418,"[1144, 2080]",9.681261793812155
53,156,0.6,0.25,0.25,90606.81779221418,"[1144, 2080]",9.681261793812155
53,156,0.6,0.25,0.75,90607.81779221418,"[1144, 2080]",9.681261793812155
53,156,0.6,0.25,1.5,90609.31779221418,"[1144, 2080]",9.681261793812155
53,156,0.6,0.5,0.0,90606.31779221418,"[1144, 2080]",9.681261793812155
53,156,0.6,0.5,0.25,90606.81779221418,"[1144, 2080]",9.681261793812155
53,156,0.6,0.5,0.75,90607.81779221418,"[1144, 2080]",9.681261793812155
53,156,0.6,0.5,1.5,90609.31779221418,"[1144, 2080]",9.681261793812155
53,156,0.6,1.0,0.0,90606.31779221418,"[1144, 2080]",9.681261793812155
53,156,0.6,1.0,0.25,90606.81779221418,"[1144, 2080]",9.681261793812155
53,156,0.6,1.0,0.75,90607.81779221418,"[1144, 2080]",9.681261793812155
53,156,0.6,1.0,1.5,90609.31779221418,"[1144, 2080]",9.681261793812155
53,156,1.0,0.0,0.0,90607.11779221418,"[1144, 2080]",9.681261793812155
53,156,1.0,0.0,0.25,90607.61779221418,"[1144, 2080]",9.681261793812155
53,156,1.0,0.0,0.75,90608.61779221418,"[1144, 2080]",9.681261793812155
53,156,1.0,0.0,1.5,90610.11779221418,"[1144, 2080]",9.681261793812155
53,156,1.0,0.25,0.0,90607.11779221418,"[1144, 2080]",9.681261793812155
53,156,1.0,0.25,0.25,90607.61779221418,"[1144, 2080]",9.681261793812155
53,156,1.0,0.25,0.75,90608.61779221418,"[1144, 2080]",9.681261793812155
53,156,1.0,0.25,1.5,90610.11779221418,"[1144, 2080]",9.681261793812155
53,156,1.0,0.5,0.0,90607.11779221418,"[1144, 2080]",9.681261793812155
53,156,1.0,0.5,0.25,90607.61779221418,"[1144, 2080]",9.681261793812155
53,156,1.0,0.5,0.75,90608.61779221418,"[1144, 2080]",9.681261793812155
53,156,1.0,0.5,1.5,90610.11779221418,"[1144, 2080]",9.681261793812155
53,156,1.0,1.0,0.0,90607.11779221418,"[1144, 2080]",9.681261793812155
53,156,1.0,1.0,0.25,90607.61779221418,"[1144, 2080]",9.681261793812155
53,156,1.0,1.0,0.75,90608.61779221418,"[1144, 2080]",9.681261793812155
53,156,1.0,1.0,1.5,90610.11779221418,"[1144, 2080]",9.681261793812155
89,26,0.1,0.0,0.0,90578.42173808317,"[1144, 2236]",27.56378806689463
89,26,0.1,0.0,0.25,90578.92173808317,"[1144, 2236]",27.56378806689463
89,26,0.1,0.0,0.75,90579.92173808317,"[1144, 2236]",27.56378806689463
89,26,0.1,0.0,1.5,90581.42173808317,"[1144, 2236]",27.56378806689463
89,26,0.1,0.25,0.0,90578.42173808317,"[1144, 2236]",27.56378806689463
89,26,0.1,0.25,0.25,90578.92173808317,"[1144, 2236]",27.56378806689463
89,26,0.1,0.25,0.75,90579.92173808317,"[1144, 2236]",27.56378806689463
89,26,0.1,0.25,1.5,90581.42173808317,"[1144, 2236]",27.56378806689463
89,26,0.1,0.5,0.0,90578.42173808317,"[1144, 2236]",27.56378806689463
89,26,0.1,0.5,0.25,90578.92173808317,"[1144, 2236]",27.56378806689463
89,26,0.1,0.5,0.75,90579.92173808317,"[1144, 2236]",27.56378806689463
89,26,0.1,0.5,1.5,90581.42173808317,"[1144, 2236]",27.56378806689463
89,26,0.1,1.0,0.0,90578.42173808317,"[1144, 2236]",27.56378806689463
89,26,0.1,1.0,0.25,90578.92173808317,"[1144, 2236]",27.56378806689463
89,26,0.1,1.0,0.75,90579.92173808317,"[1144, 2236]",27.56378806689463
89,26,0.1,1.0,1.5,90581.42173808317,"[1144, 2236]",27.56378806689463
89,26,0.3,0.0,0.0,90578.82173808318,"[1144, 2236]",27.56378806689463
89,26,0.3,0.0,0.25,90579.32173808318,"[1144, 2236]",27.56378806689463
89,26,0.3,0.0,0.75,90580.32173808318,"[1144, 2236]",27.56378806689463
89,26,0.3,0.0,1.5,90581.82173808318,"[1144, 2236]",27.56378806689463
89,26,0.3,0.25,0.0,90578.82173808318,"[1144, 2236]",27.56378806689463
89,26,0.3,0.25,0.25,90579.32173808318,"[1144, 2236]",27.56378806689463
89,26,0.3,0.25,0.75,90580.32173808318,"[1144, 2236]",27.56378806689463
89,26,0.3,0.25,1.5,90581.82173808318,"[1144, 2236]",27.56378806689463
89,26,0.3,0.5,0.0,90578.82173808318,"[1144, 2236]",27.56378806689463
89,26,0.3,0.5,0.25,90579.32173808318,"[1144, 2236]",27.56378806689463
89,26,0.3,0.5,0.75,90580.32173808318,"[1144, 2236]",27.56378806689463
89,26,0.3,0.5,1.5,90581.82173808318,"[1144, 2236]",27.56378806689463
89,26,0.3,1.0,0.0,90578.82173808318,"[1144, 2236]",27.56378806689463
89,26,0.3,1.0,0.25,90579.32173808318,"[1144, 2236]",27.56378806689463
89,26,0.3,1.0,0.75,90580.32173808318,"[1144, 2236]",27.56378806689463
89,26,0.3,1.0,1.5,90581.82173808318,"[1144, 2236]",27.56378806689463
89,26,0.6,0.0,0.0,90579.42173808317,"[1144, 2236]",27.56378806689463
89,26,0.6,0.0,0.25,90579.92173808317,"[1144, 2236]",27.56378806689463
89,26,0.6,0.0,0.75,90580.92173808317,"[1144, 2236]",27.56378806689463
89,26,0.6,0.0,1.5,90582.42173808317,"[1144, 2236]",27.56378806689463
89,26,0.6,0.25,0.0,90579.42173808317,"[1144, 2236]",27.56378806689463
